,n_episodes,Mean Reward BC,Mean Reward GAIL,Rescaled Mean Reward BC,Rescaled Mean Reward GAIL
0,1,192.06,500.0,0.35811064326510195,1.0
1,1,58.18,500.0,0.07904281485804811,1.0
2,1,142.34,500.0,0.2544711718847709,1.0
3,4,102.6,500.0,0.17163463542752322,1.0
4,4,134.1,500.0,0.2372952015675157,1.0
5,4,287.3,500.0,0.5566348438737649,1.0
6,7,497.38,500.0,0.9945387084670864,1.0
7,7,500.0,500.0,1.0,1.0
8,7,500.0,500.0,1.0,1.0
9,10,500.0,500.0,1.0,1.0
10,10,500.0,500.0,1.0,1.0
11,10,500.0,500.0,1.0,1.0
